gt,hyp
قلت لي إصابة padel أجل yeah, قلت لي إصابة padel أجل yeah
وش علاقتك مع الرياضة أشوفك تلعب تنس مع الأمير عبدالعزيز الفيصل رئيس اتحاد الغولف والحين padel وش قصتك مع الرياضة, وش علاقتك مع الرياضة أشوفك تلعب تنس مع الأمير عبدالعزيز فيصل وإستحاد الغولف والحين padel وش قصتك مع الرياضة
كان فيه الصالات اللي موجودة وجايبين معاهم اعتقد united states sports academy مدربين في كل أنواع الرياضة,
انا was fortunate enough محظوظ جدا انه كان عندنا access للوالد كان ضابط متقاعد, وانا was fortunate enough محظوظ جدا انه كان عندنا access لأن الوالد كان ضابط من القائد
ندور لهم على sports مافيها يعني أقل احتكاك جسدي او يعني مافيه إصابات وذا, ندور لهم على sports مافيها يعني أقل احتكاك جسدي او يعني مافيه صبعة to that
وبدينا من هناك بديت معاهم اروح معاهم كل weekend وذا, بدأنا من هناك بدأت معاهم اروح معاهم كل weekend
إعاقة او handicap, دعاقة و handicap
فكيف تقدر كل مرة تفوز على نفسك او على الإعاقة حقتك او الhandicap حقك,
الجديدة القديمة نسبيا ايه هل لسا تلاقي وقت للرياضة yeah, الجديدة القديمة نسبيا هل لست تلاقي وقت للرياضة yeah
اذا احد اتصل علي ok تعال خلن نجلس نتقابل فا its, اذا احد تصل علي اوكي تعال خلن نجلس نتقابل
its part of my life الان والعائلة هذا أفضل ما في الموضوع انهم متفهمين ومقدرين الكلام هذا, part of my life الان والعائلة هذا أصلا ما في الموضوع انهم متفهمين ومقدرين الكلام هذا
ال حتى الsocial activities اللي تكون موجودة العائلة يكونوا معي, وحتى ال social activities اللي تكون موجودة العائلة يكونون معي
فيها ويكون فيها business فا يعني صار جزء من نمط الحياة ايه صار جزء من اء أصلا لو ما سويت شيء زي كذا احس انه فيه, ايه صار جزء من نمط الحياة اصلا لو ما سواية شيء زي كذا حس انه فيهاشيل هم اني اطلع من مكتبي فبعتمد على جاهزة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة ويكون فيها بيجابة وي
صحيح فيه شيء ناقص فا its part of it حنا أبو فيصل سعداء نستضيفك بصفتك المحافظ لصندوق الاستثمارات العامة, صحيح فيه شيء ناقص فا its part of it حنا أبو فيصل سعداء نستضيفك بصفتك المحافظ لصندوق الصمارات العامة
denmo denmo الحراك حق التحول الاقتصادي فالسعودية من الفين وخمس طعش إلى اليوم, اشتركوا في القناة
اء كنت الرئيس التنفيذي للسعودي الفرنسي capital وقبلها كنت, كانت رئيس تنفيذي للسعودي الفرنسي capital وقبلها كنت
رحت للديوان and it wasnt للصندوق الاستثمارات العامة,
i was brought in على شان التأسيس مركز اتخاذ دعم القرار, i was brought in علشان تأسيس مركز اتخاذ دعم القرار
كانت فكرة سمو الأمير انه معظم القرارات اللي تكون موجودة based على الopinion على الرأي,
وليست based على الأدلة او الevidence,
فا عطانا الرؤية حقته وسألته يعني انا ما ما اشتغلت ايش علاقة banker في مركز دعم اتخاذ القرار فقال لأنه الbankers,
ما يستخدموا فقط الرأي انه my gut feeling انه to go and buy this ولا سوا كذا, او اطلب من رأي انه مجرم وضع اصبحتك
السعودي الفرنسي capital معروف يعني كان الأول ما أحد يعرفه, اشتركوا في القناة
وسوينا فيها كمان يعني الdeals,
فا كنا access نعطي access للclients حقينا, فكنا نعطي access للclients حقين
لأنه يدخلوا مثلا مع black rock مع كل ال اء,
كان بالنسبة ibos قبلها ال كان سوق الأسهم, من كان بنسبة للابواز قبلها ال cancel
الظاهر سبعين شركة يوم طلعت كان مية وأربعين شركة so double dub القيمة السوقية كمان كبرت,
كنت كمان المسؤول عن الmna activities اللي هي الاندماج و الاستحواذ الاستحواذ كنت مسؤول عن, كنت كمان المسؤول عن ال mna activities اللي هي الاندماج والاستحواذ كنت مسؤول عن
يعني زي ال reits اللي هي الصناديق العقارية كانت معي كان معي برضو, يعني زي ال reits اللي هي الصناديق العقارية كانت معي كان معي برضو المشاكلة
اء ال accessibility للمستثمرين الأجانب فالسوق السعودي, ال accessibility للمستثمرين الأجانب في السوق السعودي
اء يعني كان بالنسبة للsystems وكيف تسويها او الprocesses ومن الكلام ذا, ان كان بالنسبة للsystems وكيف تسويها والprocesses ومن الكلام ذا
so بعد شهر من بداياتي مع ال مع الديوان,
لكن وفالقروض وفي أشياء كثيرة من النواحي التنموية وليست كا sovereign wealth fund,
فقلت له ok تكلمت مع اء هيئة السوق المالية قلت لهم عطوني ال اء أسماء, فقلت له ok تكلمت مع هاية السوق المالية قلت لهم عطوني الاسماء
وجبت يعني جبت الأسماء كاملة والملفات and everything,
و i was going through the names يعني و name by name فا ما كان مقتنع بشكل كامل بمعظم الأسماء قال لا جيب لي أحد ثاني, وما كان مقتنع بشكل كامل بمعظم الأسماء قال لا جيب لي أحد ثاني
and we were going through everything وش كان وش كان محتوى هذاك الاجتماع ال اء المحتوى حطينا يعني الblueprint, وش كان وش كان محتوى هذاك الاجتماع المحتوى حاطينا يعني ال blue print
الان اء وش كانت رؤيته في ذيك اللحظة حنا نتكلم على الفين وخمسطعش لسى قبل ما الناس تدري عن الصندوق الفين وخمسطعش again سمو الأمير اعتمد على معلومات اكثر من رأي, ماش كنت رؤيته في ذيك اللحظة حنا نتكلم على الفين وخمسطعش لسى قبل ما الناس تدري عن صندوق آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آآ آ 
so اول شيء سويناه, اشتركوا في القناة
فحص كامل diagnostic, فحص كامل diagnostic
ايش هي الpros الcons الأشياء اللي نسويها الأشياء اللي ما نسويها هذا رقم واحد,
رقم اثنين benchmark, بجمع ثنين بنشمارك
الsovereign wealth funds فالعالم يسوونه, ترجمة نانسي قنقر
so اول صندوق sovereign wealth funds فالعالم كان صندوق ال ال اللي هو الكويت,
norges bankالأقدم الكويتي الاقدم الكويتي مثل ال norges bank الاستراتيجية حقته,
صندوق واحد passive invisment ايش يعني passive يعني يجي يشتري يقول ابغى خمسة بالمية من الpublic market اللي موجودة فالعالم,
لقينا انه ال اء المملكة او sovereign wealth funds بحاجة الى at least six pools of investments, لقائنا انه المملكة او sovereign wealth fund بحاجة الى at least six pools of investments
