gt,hyp
قلت لي إصابة padel أجل yeah, قلت لي صابت في هذا الأجل يا
وش علاقتك مع الرياضة أشوفك تلعب تنس مع الأمير عبدالعزيز الفيصل رئيس اتحاد الغولف والحين padel وش قصتك مع الرياضة, واش علاقتك مع الرياضة اشوفك تلعب تونس معنا من عديس فيصل وايستحد الغولف والحين بادل واش قصتك مع الرياضة
كان فيه الصالات اللي موجودة وجايبين معاهم اعتقد united states sports academy مدربين في كل أنواع الرياضة, كان في الصلاة الموجودة وجايبين معاهم أعتقد يونيت ستيت سبورتس اكاديمي مدربين في كل أنواع الرياضة
انا was fortunate enough محظوظ جدا انه كان عندنا access للوالد كان ضابط متقاعد, and i was fortunate enough يعني محظوذ جدا انه كان عندنا اكساس لان الوارد كان ضابط من اللقائد
ندور لهم على sports مافيها يعني أقل احتكاك جسدي او يعني مافيه إصابات وذا, ندور لهم على sports ما فيها يعني اقل احتكاك جسدي أو يعني ما فيه اصابات هذا
وبدينا من هناك بديت معاهم اروح معاهم كل weekend وذا, وبدأنا من هناك بدايت معهم اروح معهم كل weekend وذا
إعاقة او handicap,
فكيف تقدر كل مرة تفوز على نفسك او على الإعاقة حقتك او الhandicap حقك, فكيف تقدر كل مرة تفوز على نفسك أو على الإعاقة حقيتك أو الهندكاب حقي
الجديدة القديمة نسبيا ايه هل لسا تلاقي وقت للرياضة yeah, الجديدة القديمة نسبيا هل لست تلاقي وقت للرياضة يه
اذا احد اتصل علي ok تعال خلن نجلس نتقابل فا its, إذا حد تصل علي أوكي تعال خل نجس نتقابل فإنه
its part of my life الان والعائلة هذا أفضل ما في الموضوع انهم متفهمين ومقدرين الكلام هذا, part of my life الآن والعائلة هذا أفضل ما في الموضوع إنهم متفاهمين ومقدرين الكلام هذا
ال حتى الsocial activities اللي تكون موجودة العائلة يكونوا معي, حتى السوشال activities اللي تكون موجودة العائلة يكونوا معي
فيها ويكون فيها business فا يعني صار جزء من نمط الحياة ايه صار جزء من اء أصلا لو ما سويت شيء زي كذا احس انه فيه, فيها ويكون فيها business صار جزء من نمط الحياة اصلا لو ما سويت شيء زي كذا حاس انه في
صحيح فيه شيء ناقص فا its part of it حنا أبو فيصل سعداء نستضيفك بصفتك المحافظ لصندوق الاستثمارات العامة, صحيح في سين اقص فانه من ذلك حنا بوفيصل سعدان اسطليفك وصفتك المحافظ لصندوق صمار العامة
denmo denmo الحراك حق التحول الاقتصادي فالسعودية من الفين وخمس طعش إلى اليوم, الدينامو الحراك حق التحول الاقتصادي في السعودية من 2015 إلى اليوم
اء كنت الرئيس التنفيذي للسعودي الفرنسي capital وقبلها كنت, كنت رئيس تنفيذي للسعود الفرنسي وقبلها كنت
رحت للديوان and it wasnt للصندوق الاستثمارات العامة, رحت للديوان انا توازنت لسندوق الاستمرات العامة
i was brought in على شان التأسيس مركز اتخاذ دعم القرار, i was brought in علشان تأسيس مركز اتخاذ دعم القرار
كانت فكرة سمو الأمير انه معظم القرارات اللي تكون موجودة based على الopinion على الرأي, كانت فكرة سمو الأمير انه معظم القرارات اللي تكون موجودة باست على الابنين على الرأي
وليست based على الأدلة او الevidence, وليست باست على الأدلة أو الافيدنس
فا عطانا الرؤية حقته وسألته يعني انا ما ما اشتغلت ايش علاقة banker في مركز دعم اتخاذ القرار فقال لأنه الbankers, فاعطان الرؤية حقته وسألت يعني انا ما مشتغلت فيهش لا زيك فيش علاقة بانكر في مركز داخل قراء فقال اللي انه البانكرس
ما يستخدموا فقط الرأي انه my gut feeling انه to go and buy this ولا سوا كذا, ما يستخدم فقط الرأي ماي got feeling you know to go and buy this ولا سوي كده
السعودي الفرنسي capital معروف يعني كان الأول ما أحد يعرفه, السعود الفرنسي كابتل معروف يعني كان الأول ما حين يعرفه
وسوينا فيها كمان يعني الdeals, وسونا فيها كمان يعني الـ deals
فا كنا access نعطي access للclients حقينا, فكنا نعطي اكسز للكلائنس حقين
لأنه يدخلوا مثلا مع black rock مع كل ال اء, لانو يدخلوا مثلا مع black rock مع كل الـ
كان بالنسبة ibos قبلها ال كان سوق الأسهم, كان بالنسبة للipos قبلها الـ cancel الـ assum
الظاهر سبعين شركة يوم طلعت كان مية وأربعين شركة so double dub القيمة السوقية كمان كبرت, يوم طلعت كان 140 شركة ساول دابالداب القيمة السوقية كمان كبرت
كنت كمان المسؤول عن الmna activities اللي هي الاندماج و الاستحواذ الاستحواذ كنت مسؤول عن, كنت كمان مسؤول عن الـ m a activities اللي هي الاندماج والاستحواذ كنت مسؤول عن
يعني زي ال reits اللي هي الصناديق العقارية كانت معي كان معي برضو, يعني زي ال reeds اللي هي السنديق العقارية كان معي برضو
اء ال accessibility للمستثمرين الأجانب فالسوق السعودي, الاجسيسبوليتي للمستثمرين الجانب في السوق السعودي
اء يعني كان بالنسبة للsystems وكيف تسويها او الprocesses ومن الكلام ذا, ان كان بالنسبة للsystems وكيف تسويها والprocesses ومن الكلام ده
so بعد شهر من بداياتي مع ال مع الديوان, سو بعد شهر من بدايتي مع الـd1
لكن وفالقروض وفي أشياء كثيرة من النواحي التنموية وليست كا sovereign wealth fund, لكن في القروض وفي أشياء كثيرة من النواحي التنموية وليست كsovren wealth fund
فقلت له ok تكلمت مع اء هيئة السوق المالية قلت لهم عطوني ال اء أسماء, فقلت له اوكي تكلمت مع الهية السوق المارية قلت لهم يعطوني الأسماء
وجبت يعني جبت الأسماء كاملة والملفات and everything, وجبت يعني جبت الأسماء كاملة والملفات and everything
و i was going through the names يعني و name by name فا ما كان مقتنع بشكل كامل بمعظم الأسماء قال لا جيب لي أحد ثاني, i was going through the names يعني name by name فما كان مقتنع بشكل كامل بمعظم الأسماء قال لا اجيب لي أحد ثاني
and we were going through everything وش كان وش كان محتوى هذاك الاجتماع ال اء المحتوى حطينا يعني الblueprint, وش كان محتوى ذاك الاجتماع المحتوى حطينا البلوبرينت
الان اء وش كانت رؤيته في ذيك اللحظة حنا نتكلم على الفين وخمسطعش لسى قبل ما الناس تدري عن الصندوق الفين وخمسطعش again سمو الأمير اعتمد على معلومات اكثر من رأي, الان وش كانت رؤيته في ذيك اللحظة هل نتحدث عن 2015 لاستقبل ما الناس تديعن اه 2015 again سمو الأمير يعتمد على المعلومات أكثر من الرأي
so اول شيء سويناه, اذا اول شي سوانا
فحص كامل diagnostic, فحص كامل diagnostic
ايش هي الpros الcons الأشياء اللي نسويها الأشياء اللي ما نسويها هذا رقم واحد, اشي ال pros ال cons الاشياء اللي نسويها الاشياء اللي ما نسويها هذا رقم واحد
رقم اثنين benchmark,
الsovereign wealth funds فالعالم يسوونه, sovereign wealth funds في العالم يسون
so اول صندوق sovereign wealth funds فالعالم كان صندوق ال ال اللي هو الكويت, اول صندوق سورن وظفن في العالم كان صندوق اللي هو الكويت
norges bankالأقدم الكويتي الاقدم الكويتي مثل ال norges bank الاستراتيجية حقته, الاقدام الكويتي الاقدام الكويتي مثلا النورجس بانك الاستراتيجية حقته
صندوق واحد passive invisment ايش يعني passive يعني يجي يشتري يقول ابغى خمسة بالمية من الpublic market اللي موجودة فالعالم, صندوق واحد passive investment يعني يجي يشتري يقول ابغى خمسة بالمية من public markets اللي موجوده في العالم
لقينا انه ال اء المملكة او sovereign wealth funds بحاجة الى at least six pools of investments, لقائنا إنه المملكة أو sovereign wealth fund بحاجة إلى at least six pools of investments
نبغى اول شيء saudi equity اللي هو نملكه الان يعني في الفين وخمس طعش, نبغى اول شيء السادة اكوته اللي هو نملك الآن يعني في 2015
هذا one pool,
second pool is sectors اللي كانت موجودة فالمملكة كثير منها either غير موجودة او dormant,
او انها تعبانه either تعبانه لانه مافيه, أو انها تعبانة أيضا تعبانة لأنه ما في
استثمار كامل او regulations ضد تطوير الsectors هذي او ما فيه regulations من الأساس تسمح بالدخول فيها excactly, استثمار كامل او الregulation ضد التطوير السكترز هذي او مافي regulations من الاساس للسكترز تسمح بتدخل فيها exactly
الpool الثالث اللي هو الطابع العقاري giga projects, اللي هو اللوع طابع العقاري giga projects
موجود ففكره neom موجود القدية موجود الred sea موجود roshen موجود كل الأشياء هذا فالفكر اللي موجود عنده والرؤية اللي موجودة عنده, موجود فكرة نيوم موجود القدية موجود الريتسي موجود روشن موجود كل اشياء هذا في الفكر اللي موجود عنده والرؤية اللي موجودة عنده
فا سويناها محفظة او pool, فسوينا على محفظة أو بطول
مشاريع الكبرى مشاريع الكبرى giga projects حتى الاسم giga يعني قلنا أول شيء mega ايه mega موجودة فكل مكان أي مشروع كبير, مشاريع الكبرى مشاريع الكبرى giga projects حتى الاسم giga يعني قلنا او سين ميجا ميجا موجودة فكل مكان اي مشروع كبير
يسمونه mega projects,
it s not this is giga this is like an eco system كامل, it s not this is giga this is like an ecosystem كامل
الشيء الثالث اللي هو الreal estate والinfastructure, شيء الثالث اللي هو real estate والinfrastructure
بين الsector development وبين على حسب ايش ال ال يعني هذا من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا الpool ولا هذا الpool, بين الساكتر ديفولوبمنت وبين الا حسب يعني هذ من الأشياء اللي تم النظر فيها داخليا وان تكون المشاريع مثلا في هذا البور ولا هذا البور
فهذي الأربعة first أربع محافظ, فهذه الاربع محافظ
والاستثمار الدولي الأول ما كان عندنا تقريبا اقل من خمسة فالمية less than one and a half percent, واستثمار الدولي الأول ما كان عندنا تقريبا أقرى 10 أقرى 1 5 
وكان اكثره politicly incentives investment مثلا في الدول العربية في من الكلام هذا فما كانت, وكان اكثر مثلا في الدول العربية من الكلام هذا فما كانت
فا كان فيه عندنا يمكن استثمار واحد اللي هو في posco steel korea في كوريا كان في اخر, فكان في عندنا يمكن استثمار واحد اللي هو في بوسكوستيل في كوريا كان في آخر
الاستثمارات الدولية سوينا برضو محفظتين اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء, الاستثمارات الدولية سوينا برضه محفظتين اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء
ان كان مع الfund managers, ان كان مع الفند مانيجرز
ان كان في different underlying فالprivate equity فالpublic markets في فيdifferent instruments of الinvestmets, كان في different underlying في الـ private equity في الـ public markets في different instruments of investments
هذي اغلبها استثمارات غير مباشرة هذي عبر مدراء صناديق لا حتى مم ممكن تكون direct بس ماهي stratigec, فهذه اغلبها استثمارات غير مباشرة عبر السوق عبر مدرسة نادية لا حتى ممكن يكون داريكت بس ما هي strategic
stratigec invesment اللي هيdirect, strategic investments اللي هي direct
او non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s a strategic يعني forty five billion dollars, او non direct بس تكون لها طابع استراتيجي مثل زي مثلا softbank vision fund that s strategic يعني 45 billion dollars
في صندوق قيمته مئة مليار soft bank نفسهم كانوا حاطين ثمانية وعشرين مليار فيه, في صندوق قيمته مئة مليار صوفتبانك نفسهم كانوا حاطين ثمانية وعشرين مليار فيه
blackstone استثمرنا فالبنية التحتية في أمريكا, بلاكستون استثمرنا في البنية التحتية في أمريكا
خمسين مليار واحنا حاطين عشرين مليار so it s forty percent of that fund so هذي تعتبر strategic استثمارنا اللي وضعنا, 50 مليار ونحن حقنا 20 مليار so it s 40 of that fund so هذا تعتبر strategic استثمارنا اللي وضعنا
على الخارطة العالمية للاستثمار في uber, على الخارطة العالمية للاستثمار في أوبر
اء ما داومت فيه tell you the truth لأنه تم نقل صندوق الاستثمارات العامة من تحت وزارة المالية إلى, اا ما دوم تفي لانه تم نقل الصندوق الاستمرارات العامة من تحت وزارة المالية الى
so سمو الأمير قال go and find proper offices لكم , سو اسمه الامير قال go and find proper offices like them
and رحت هناك كانت تقريبا ماهي جاهزة المدينة الرقمية, ورحت هناك كانت تقريبا ما هي جاهزة المدينة الرقمية
فيه عمارة وحدة فيها اللي جاهزة اللي هي العمارة حقت الmaintanance الصيانة, في عمارة واحدة فيها اللي جاهزة اللي هي العمارة حقه المينتنس الصيانة
فقلت ممتاز ok let s take, فقلت متاز okay let s take
يعني جزء منها فا خذينا i remmeber نص دور, يعني جزء منها فاخذنا i remember نص دور
اء region, اااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااا
اء was moving out من هيئة السوق المالية وأنا كان يشتغل معي فهيئة السوق المالية, واز موفن عوط من هياة السوق الماليه وانا كان يشتغل معي في هياة السوق الماليه
here is what i want هذا ال mandate اللي عندي , هاذا المانديت اللي عندي
ودي إني ودي إنك تجي قال ok خلاص جاي, ودي إنك تيجي قال لي أوكي خلاص جاي
طيب ما سألتني وش الراتب وش هذي قالي خلاص مو مشكلة جاي فكان من أول الأشخاص تركي النويصر samething كان جايني, طب ما سألتني وش الراتب ووش راتب قال لي خلاص مشكلة جاي فكان من اول اشخاص ترك النويسر same thing كان جايني
mandate من سمو الأمير انه نبغى نستثمر اء في فرنسا, mandate من سمو الأمير أننا نستثمر في فرنسا
فا تكلمت مع الprevious employer حقي السعودي الفرنسي capital وتركي كان رئيس الاستثمار هناك ال إدارة الأصول, فتكلمت مع الprevious employer حقي السعودي الفرنسي capital وتركيا كان رئيس الاستثمار هناك إدارة الأصول
they couldn t comprehend what i was talking about ما كانوا مستوعبين إطلاقا ما هم مستوعبين, they couldn t comprehend what i was talking about ما كانوا مستوحبين أطلاقا ما هم مستوحبين
فقلت you know what, فقلت you know what s
i m not gonnna waste time اتصلت على تركي نفس الشيء فالعصر, i m not gonna waste time اتصلت على تركي نفس الشيء في العصر
اء قلت له here is the thing ابغاك تجي ومش عارف ايش, اقولت له here is the thing ابوارك تيجي مش عرف هايش
قالي fine زي ردة يزيد ردة فعل يزيد بالضبط, زي ردت يزيد ردت فعل يزيد بالضبط
fine اليوم الثاني الساعة ستة الصباح حنا فالطيارة رايحين فرنسا انا وتركي ويزيد, fine اليوم الثاني ساعة 6 الصباح احنا في الطيار رايحين فرنسيا أنا وتركيا يزيد
يعني هي both of them, يعني both of them
بالاضافة طبعا لسلطان ومهند they were believers يعني ماكان عندهم حتى معلومات كاملة, بالاضافة طبعا السلطان ومحمد they were believers يعني ما كان عندهم حتى معلومات كاملة
بس they believed in the cause, بس دي بليد ان تي قوز
and maybe personally in me بالتأكيد ب اءء اااء اء سمو الأمير محمد, and maybe personally in me بتأكيد بسمو الأمير محمد
we moved i remember لمبنى الصيانة فالمدينة الرقمية اخذنا نص دور سوينا أول شيء خمسة مكاتب كانت قزاز يعني أتذكر حتى كنت, we moved i remember لمبنى الصيانة في المدينة الرقمية خذنا نص دور سوان أول شيء خمس مكاتب كانت اجزاز يعني اذكر حتى كنت
جبنا مقاولين خلص خلصنا أول شيء i think خلال أسبوع الخمسة مكاتب, جبنا مقاولين خلص خلصنا اول شيء i think خلال اسبوع الخمسة مكاتب
today we are تقريبا ألف ثمان مية وشيء قريب الألفين شخص, today we are تقريبا الف ثمية أو شيء قريب الالفين شخص نشتغل في صندوق الإثمرات العامة
اء مركو الملك عبدالله المالي اء one of the first tenants and i think, مركز الملك عبد الله المالي وone of the first tenants and i think
نفس القصة اللي صارت فالمدينة الرقمية ما كان فيه احد الان ال occupancy rate فيها تقريبا تسعة وتسعين بالمية او ثمانية وتسعين, نفس القصة اللي صارت في المدينة الرقمية ما كان فيها حد الآن الاوكبنسي ريت فيها تقريبا 99 و 98 
كلها بركات الصندوق الاستثمارات العامة وبالتأكيد رئاسة سمو الأمير انا if it wasn t for him none of this would have happened at all, كلها بركات صندوق السمارات العامة وبالتأكيد برئاسة سمو الأمير and if it wasn t for him none of this would have happened at all
at all يعني, صحيح at all
hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في مئة سنة, hands down لولا الدعم الموجود والرؤية الموجودة انتمو الأمير none of this would have happened ولا في مائة سنة
الkpi s المؤشرات قياس الأداء اللي موجودة موجود فيها الصندوق, الـ kpi s الماشيرات قياس الأداء اللي موجودة موجود فيها الصندوق
يعني لما صارت الاستراتيجية والvision realization program اللي تفضلت فيه برنامج تحقيق الرؤية, يعني لما صارت الاستراتيجية والvisionalization program اللي تفضل في برنامج تحقيق الرؤية
يعني لما تجي للأصول اللي موجودة اللي تم نقلها جالسين إحنا نطرحها فالسوق معظمها private اء, يعني لما تيجى الأصول اللي موجودة اللي تم نقلها جاسين إحنا نطرحه في السوق معظمها برابيت
assets او private companies,
كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذ هذي القيمة المضافة ب بالتأكيد, كيف نقدر بنخليها جاهزة انها تدخل للسود هذلك المضافة بالتأكيد
يمكن هذي أبو فيصل كا chairman بس الصندوق وش اضافته الص الفلوس اللي جت من أرامكو جت للصندوق همم البيع ال ال المبدئي, يمكن هذه أبو فيصل كتشيرمن بس الصندوق نفسه اضافته الفلوس اللي جات من عرامكر جات للصندوق البيع المبدئي
فا ااء اء هذا علاقة الصندوق في أرامكو overlapping spe5ech ok يعني الان اليوم يعتبر صندوق الاستثمارات العامة أكبر, فهذا العلاقة الصندوق في ارامكو يعني الان اليوم يعتبر صندوق السمرات العامة اكبر
ااء unclear shareholder بعد حكومة المملكة العربية السعودية, بعد حكمة المملكة رب العالمية
ااء so هنا ال وعلى مستوى العوائد وين يمكن أنتوا صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد, اه so هنا على مستوى العوائد وينكن انت صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد
احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمتها, إحنا سوانا امبيرمنت على ما أعتقد إلى خمسين مليار من قيمته
يشوف وش الcash flows اللي تجي اذا هي ماهي بشركة listed, يشوف واش الكاشفراز اللي تيجي إذا هي ماهي بشركة listed
فكيف يقيمها يقول وش ال ال اء الcash flows او التدفقات النقدية اللي موجودة منها, فكافي قيم هيقول وش الكاشفلوز أو التدفقات النقدية اللي موجودة منها
فلما تجي التدفقات النقدية اللي هي من الoperations من الfinance ومن ال investment, فلما تيجى الترفقات النقدية اللي هي من الـ operations ومن الـ investment
you have to impare it لازم تحطها صفر فالدفاتر حقتك, you have to impair it لازم تحتها صفر في الدفاتر حقيت
فالدفاتر حقتنا صفر صفر yeah فأنت لما تجي يعني تأثر على عائد الصندوق, في الدفاتر حقنا 0 فإنس لما تيجي إحنا نؤثر على عائد الصندوق
ما فيه عندنا ال ال ال box accountant information ما كانت موجودة, ما في عندنا ال books accounting information ما كانت موجودة
فهذي من الأشياء اللي بدينا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials لا, فهذا من الأشاء اللي بدأنا عملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان في audited financials
فا it was,
ااء وفيه بعض السنوات يجي أكثر كدخل خاصة لما بعنا سابك بس it s cash flows it s not فالincome statement, وفي بعض السنوات يجي اكثر كداخل خاصة اللي ما بيعنا سابق بس it s cash flows it s not for income statement
لكن كا كدخل احنا الaspirations اللي موجودة الان إنه نوصل بين السبعة إلى الثمانية بالمية, لكن كداخل إحنا الـ aspiration اللي موجودة الآن أنو نوصل بين السبعة إلى الثمانية بالمئة
فهذي going back للbenchmarking exercise اللي سويناه أول شيء, فهذه going back للbenchmark exercise اللي سوناها أول شيء
كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه الefficient frontier, كيف نقدرنو صلى الله عائد يعني دينا في شاي اسمه الإفشيئت frontier
واللي هي كانت سبعة إلى ثمانية فالمية ففيه بعض فيه بعض ال funds , ففي بعض الفانس
