gt,hyp
قلت لي إصابة padel أجل yeah, قلت لي صابة بهذا الاجل
وش علاقتك مع الرياضة أشوفك تلعب تنس مع الأمير عبدالعزيز الفيصل رئيس اتحاد الغولف والحين padel وش قصتك مع الرياضة, وش علاقتك مع الرياضة اشوفك تلعب تنس مع لميل عديز الفيصل واستحاد القولف والحين بادل وش قصتك مع الرياضة
كان فيه الصالات اللي موجودة وجايبين معاهم اعتقد united states sports academy مدربين في كل أنواع الرياضة, كان في الصلاة الموجودة وجايبين معاهم أعتقد يونيت ستيت سبورتز اكاديمي مدربين في كل أنواع الرياضة
انا was fortunate enough محظوظ جدا انه كان عندنا access للوالد كان ضابط متقاعد, أنا وز فورتينيث ناف يعني محظوظ جدا انه كان عندنا اكساس لان الوارد كان ضابط من القائد
ندور لهم على sports مافيها يعني أقل احتكاك جسدي او يعني مافيه إصابات وذا, ندور لهم على سبورتس مافيها يعني اقل احتكاك جسدي أو يعني مافيه اصاباتو ذا
وبدينا من هناك بديت معاهم اروح معاهم كل weekend وذا, بدأنا من هناك بدأت معهم اروح معهم كل weekend وذا
إعاقة او handicap,
فكيف تقدر كل مرة تفوز على نفسك او على الإعاقة حقتك او الhandicap حقك, فكيف تقدر كل مرة تفوز على نفسك أو على الإعاقة حقك أو الhandicap حقي 
الجديدة القديمة نسبيا ايه هل لسا تلاقي وقت للرياضة yeah, هل لست تلاقي وقت للرياضة 
اذا احد اتصل علي ok تعال خلن نجلس نتقابل فا its, إذا حد تصل عليه أوك تعال خلني نجس نتقابل فـ
its part of my life الان والعائلة هذا أفضل ما في الموضوع انهم متفهمين ومقدرين الكلام هذا, part of my life الآن والآلة هذا أثر ما في الموضوع إنهم متفهمين ومقدرين الكلام هذا
ال حتى الsocial activities اللي تكون موجودة العائلة يكونوا معي, حتى ال social activities اللي تكون موجودة العائلة يكونوا معي
فيها ويكون فيها business فا يعني صار جزء من نمط الحياة ايه صار جزء من اء أصلا لو ما سويت شيء زي كذا احس انه فيه, فيها ويكون فيها business فيعني صارت جزء من نمط الحياة اصلا لو ما سوا شيئ زي كذا حسنه في
صحيح فيه شيء ناقص فا its part of it حنا أبو فيصل سعداء نستضيفك بصفتك المحافظ لصندوق الاستثمارات العامة, صحيح في سين اغس حنبو فيصل سعدان اسطيفك بصفتك المحافظ لصندق صمارات العامة
denmo denmo الحراك حق التحول الاقتصادي فالسعودية من الفين وخمس طعش إلى اليوم, الدينامو الحراك حق التحول الاقتصادية في السعودية من 2015 إلى اليوم
اء كنت الرئيس التنفيذي للسعودي الفرنسي capital وقبلها كنت, كنت رئيس تنفيذي للسعود الفرنسي capital وقبلها كنت
رحت للديوان and it wasnt للصندوق الاستثمارات العامة, رحت للديوان متوازنت للسندق الاستمارات الأهمة
i was brought in على شان التأسيس مركز اتخاذ دعم القرار, i was brought in علشان تأسيس مركز إتخاذ دعم القرار
كانت فكرة سمو الأمير انه معظم القرارات اللي تكون موجودة based على الopinion على الرأي, كانت فكرة سمو الأمير ان معظم القرارات اللي تكون موجودة باست على الاوبنين على الرأي
وليست based على الأدلة او الevidence, وليست based على الادلة او ال evidence
فا عطانا الرؤية حقته وسألته يعني انا ما ما اشتغلت ايش علاقة banker في مركز دعم اتخاذ القرار فقال لأنه الbankers, فاعطاني الرؤية حقته وسألت يعني انا ما شغلت في الشايزة باش علاقة بانكر في مركز دامس خذقرا فقال اللي انه البانكريز
ما يستخدموا فقط الرأي انه my gut feeling انه to go and buy this ولا سوا كذا, ما يستخدم فقط الرائي مايكت فيلن انو تو جوا ونبيع دس ولد سوي كبه
السعودي الفرنسي capital معروف يعني كان الأول ما أحد يعرفه, السعود الفرنسي capital معروف يعني كان الاول ما حد يعرفه
وسوينا فيها كمان يعني الdeals, وسوانا في كمان يعني deals
فا كنا access نعطي access للclients حقينا, فكنا access نعطي access للclient s حقين
لأنه يدخلوا مثلا مع black rock مع كل ال اء, لانه يدخلوا مثلا مع بلاك راك مع كل
كان بالنسبة ibos قبلها ال كان سوق الأسهم, كان بالنسبة للآي بيواز قبلها الـ cancels
الظاهر سبعين شركة يوم طلعت كان مية وأربعين شركة so double dub القيمة السوقية كمان كبرت, 71 شركة يوم طلعت كان 140 شركة saw double dub القيمة السوقية كمان كبرت
كنت كمان المسؤول عن الmna activities اللي هي الاندماج و الاستحواذ الاستحواذ كنت مسؤول عن, كنت كمان مسؤول عن الـ m a activities اللي هي الاندماج والاستحواذ كنت مسؤول عن
يعني زي ال reits اللي هي الصناديق العقارية كانت معي كان معي برضو, يعني زي الريتس اللي هي السنديق العقارية كان معي برضه
اء ال accessibility للمستثمرين الأجانب فالسوق السعودي, الاجساسوبليتي للمستثمرين الأجانب في السوق السعودي
اء يعني كان بالنسبة للsystems وكيف تسويها او الprocesses ومن الكلام ذا, إن كان بالنسبة للsystems وكيف تسويها والprocesses ومن الكلام ده
so بعد شهر من بداياتي مع ال مع الديوان,
لكن وفالقروض وفي أشياء كثيرة من النواحي التنموية وليست كا sovereign wealth fund, لكن في القروض وفي اشياء كثيرة من النواحي التنموية وليست كـ sovereign wealth fund
فقلت له ok تكلمت مع اء هيئة السوق المالية قلت لهم عطوني ال اء أسماء, فقلت له اوكي تكلمت مع هيئة السوق المارية قلت لهم يعطوني الاسماء
وجبت يعني جبت الأسماء كاملة والملفات and everything, وجبت يعني جبت الأسماء كاملو والملفات and everything
و i was going through the names يعني و name by name فا ما كان مقتنع بشكل كامل بمعظم الأسماء قال لا جيب لي أحد ثاني, i was going through the names يعني name by name فما كان مقتنع بشكل كامل بمعظم الأسماء قال لا أجيب لي أحد ثاني
and we were going through everything وش كان وش كان محتوى هذاك الاجتماع ال اء المحتوى حطينا يعني الblueprint, وش كان محتوى ذاك الاجتماعي المحتوى حطينا البلوبرينت
الان اء وش كانت رؤيته في ذيك اللحظة حنا نتكلم على الفين وخمسطعش لسى قبل ما الناس تدري عن الصندوق الفين وخمسطعش again سمو الأمير اعتمد على معلومات اكثر من رأي, وش كانت رؤيته في ذيك اللحظة هلنتكلم عن 2015 لست قبل ما الناس تديعن الصدور اه في 2015 again سمو الأمير يعتمد على المعلومات أكثر من الرأي
so اول شيء سويناه, أول شيء سونا
فحص كامل diagnostic, فحص كامل diagnostic
ايش هي الpros الcons الأشياء اللي نسويها الأشياء اللي ما نسويها هذا رقم واحد, ايشي البروز القونس الاشياء اللي نسويها الاشياء المنسويها هذا رقم واحد
رقم اثنين benchmark, راكم الثاني بنشمارك
الsovereign wealth funds فالعالم يسوونه, الصفران والفونز في العالم يسوون
so اول صندوق sovereign wealth funds فالعالم كان صندوق ال ال اللي هو الكويت, اول صندوق سورن وظفا في العالم كان صندوق اللي هو الكويت
norges bankالأقدم الكويتي الاقدم الكويتي مثل ال norges bank الاستراتيجية حقته, الأقدمة الكويتي الأقدمة الكويتي مثلا النورجس بانك الاستراتيجية حقته
صندوق واحد passive invisment ايش يعني passive يعني يجي يشتري يقول ابغى خمسة بالمية من الpublic market اللي موجودة فالعالم, يش يعني passive يعني يجي يشتري يقول ابغى 5 من الـ public markets اللي موجودة فالعالم
لقينا انه ال اء المملكة او sovereign wealth funds بحاجة الى at least six pools of investments, فلقنا أن المملكة أو sovereign wealth fund بحاجة إلى at least six pools of investments
نبغى اول شيء saudi equity اللي هو نملكه الان يعني في الفين وخمس طعش, نبغى اول شي الـ equity اللي هو نمرك الآن يعني في 2015
هذا one pool,
second pool is sectors اللي كانت موجودة فالمملكة كثير منها either غير موجودة او dormant, الساكند بول is sectors اللي كانت موجودة في المملكة كثير منها ايدر غير موجودة او دورمنت
او انها تعبانه either تعبانه لانه مافيه, أو إنها تعبانة أيضا تعبانة لأنه ما في
استثمار كامل او regulations ضد تطوير الsectors هذي او ما فيه regulations من الأساس تسمح بالدخول فيها excactly, استثمار كامل او regulations ضد تطوير السكتورز هذه او ما في regulations من الاساس للسكتورز تسمح بندخول فيها exactly
الpool الثالث اللي هو الطابع العقاري giga projects, الـpool الثالث اللي هو اللوع الطابع العقاري giga projects
موجود ففكره neom موجود القدية موجود الred sea موجود roshen موجود كل الأشياء هذا فالفكر اللي موجود عنده والرؤية اللي موجودة عنده, موجود فكره نيوم موجود القدية موجود الرجسي موجود روشن موجود كل أشياء هذا في الفكر اللي موجود عنده والروئي اللي موجودة عنده
فا سويناها محفظة او pool, فسوناها محفظة أو pool
مشاريع الكبرى مشاريع الكبرى giga projects حتى الاسم giga يعني قلنا أول شيء mega ايه mega موجودة فكل مكان أي مشروع كبير, مشاريع الكبرى شهرية الكبرى حتى الاسم غيجا موجودة في كل مكان أي مشروع كبير
يسمونه mega projects,
it s not this is giga this is like an eco system كامل, it s not this is giga this is like an ecosystem
الشيء الثالث اللي هو الreal estate والinfastructure, شيء الثالث اللي هو الريل السيت والانفرستوركتشر
بين الsector development وبين على حسب ايش ال ال يعني هذا من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا الpool ولا هذا الpool, بين الـ sector development وبين على حسب يعني هذ من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا البور ولا هذا البور
فهذي الأربعة first أربع محافظ, فهذه الأربعة محافظ
والاستثمار الدولي الأول ما كان عندنا تقريبا اقل من خمسة فالمية less than one and a half percent, والاستثمار الدولي الاول ما كان عندنا تقريبا أقرى 5 أقرى 1 5 
وكان اكثره politicly incentives investment مثلا في الدول العربية في من الكلام هذا فما كانت, وكان أكثر politically incentivized investments مثلا في الدول العربية في من الكلام هذا فما كانت
فا كان فيه عندنا يمكن استثمار واحد اللي هو في posco steel korea في كوريا كان في اخر, كان في عندني ممكن استثمار واحد اللي هو في بوستكو ستيل في كوريا كان في آخر
الاستثمارات الدولية سوينا برضو محفظتين اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء, الاستثمارات الدولية سوينه برضه محفظتين اللي هي balanced portfolio اللي هو يستثمر في كل شيء
ان كان مع الfund managers, ان كان مع الفند managers
ان كان في different underlying فالprivate equity فالpublic markets في فيdifferent instruments of الinvestmets, كان في different underlying في الprivate equity في البublic markets في different instruments أو في الinvestments
